,T,N,p,k,I,f,life_hi,life_lo,om_hi,om_lo,dt
243,800,500,25.0,1.5,0.75,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
244,800,500,25.0,1.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
245,800,500,25.0,1.5,0.75,0.1,7.537688442211049,7.537688442211049,0.08,0.08,0.5
246,800,500,25.0,1.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
247,800,500,25.0,1.5,0.75,0.1,500.0,500.0,0.02666666666666667,0.02666666666666667,0.5
248,800,500,25.0,1.5,0.75,0.1,140.7035175879397,135.678391959799,0.05333333333333334,0.05333333333333334,0.5
249,800,500,25.0,1.5,0.75,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
250,800,500,25.0,1.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
251,800,500,25.0,1.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
252,800,500,25.0,1.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
253,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
254,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
255,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
256,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
257,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
258,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
259,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
260,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
261,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
262,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
263,800,500,25.0,3.5,0.25,0.1,0.0,500.0,0.0,0.0,0.5
264,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
265,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
266,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
267,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
268,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
269,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
270,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
271,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
272,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
273,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
274,800,500,10.0,2.5,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
275,800,500,25.0,2.0,0.5,0.1,5.0251256281406995,5.0251256281406995,0.05333333333333334,0.05333333333333334,0.5
276,800,500,25.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
277,800,500,25.0,2.0,0.5,0.1,500.0,500.0,0.08,0.08,0.5
278,800,500,25.0,2.0,0.5,0.1,15.075376884422099,15.075376884422099,0.08,0.08,0.5
279,800,500,25.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
280,800,500,25.0,2.0,0.5,0.1,500.0,500.0,0.02666666666666667,0.02666666666666667,0.5
281,800,500,25.0,2.0,0.5,0.1,5.0251256281406995,5.0251256281406995,0.05333333333333334,0.05333333333333334,0.5
282,800,500,25.0,2.0,0.5,0.1,27.638190954773847,27.638190954773847,0.08,0.08,0.5
283,800,500,25.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5
284,800,500,25.0,2.0,0.5,0.1,10.050251256281399,10.050251256281399,0.08,0.08,0.5
285,800,500,25.0,2.0,0.5,0.1,10.050251256281399,10.050251256281399,0.08,0.08,0.5
286,800,500,25.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
287,800,500,25.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
288,800,500,25.0,2.5,0.5,0.1,500.0,500.0,0.10666666666666667,0.10666666666666667,0.5
289,800,500,25.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
290,800,500,25.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
291,800,500,25.0,2.5,0.5,0.1,500.0,500.0,0.08,0.08,0.5
292,800,500,25.0,2.5,0.5,0.1,500.0,500.0,0.08,0.08,0.5
293,800,500,25.0,2.5,0.5,0.1,500.0,500.0,0.08,0.08,0.5
294,800,500,25.0,2.5,0.5,0.1,32.663316582914604,32.663316582914604,0.08,0.08,0.5
295,800,500,25.0,2.5,0.5,0.1,500.0,500.0,0.08,0.08,0.5
296,800,500,25.0,2.5,0.5,0.1,500.0,500.0,0.08,0.08,0.5
297,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
298,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
299,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
300,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
301,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
302,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
303,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
304,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
305,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
306,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
307,800,500,10.0,3.5,1.25,0.1,0.0,0.0,0.0,0.0,0.5
308,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
309,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
310,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
311,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
312,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
313,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
314,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
315,800,500,10.0,3.5,1.0,0.1,7.537688442211049,7.537688442211049,0.05333333333333334,0.05333333333333334,0.5
316,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
317,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
318,800,500,10.0,3.5,1.0,0.1,0.0,0.0,0.0,0.0,0.5
319,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
320,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
321,800,500,10.0,1.5,1.5,0.1,203.5175879396985,203.5175879396985,0.02666666666666667,0.02666666666666667,0.5
322,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
323,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
324,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
325,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
326,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
327,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
328,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
329,800,500,10.0,1.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
330,800,500,25.0,3.5,1.25,0.1,17.58793969849245,17.58793969849245,0.05333333333333334,0.05333333333333334,0.5
331,800,500,25.0,3.5,1.25,0.1,10.050251256281399,10.050251256281399,0.05333333333333334,0.05333333333333334,0.5
332,800,500,25.0,3.5,1.25,0.1,70.35175879396985,70.35175879396985,0.05333333333333334,0.05333333333333334,0.5
333,800,500,25.0,3.5,1.25,0.1,50.25125628140705,50.25125628140705,0.05333333333333334,0.05333333333333334,0.5
334,800,500,25.0,3.5,1.25,0.1,50.25125628140705,50.25125628140705,0.05333333333333334,0.05333333333333334,0.5
335,800,500,25.0,3.5,1.25,0.1,5.0251256281406995,2.5125628140703498,0.08,0.08,0.5
336,800,500,25.0,3.5,1.25,0.1,133.16582914572865,133.16582914572865,0.08,0.08,0.5
337,800,500,25.0,3.5,1.25,0.1,27.638190954773847,27.638190954773847,0.05333333333333334,0.05333333333333334,0.5
338,800,500,25.0,3.5,1.25,0.1,67.8391959798995,67.8391959798995,0.05333333333333334,0.05333333333333334,0.5
339,800,500,25.0,3.5,1.25,0.1,206.03015075376885,206.03015075376885,0.05333333333333334,0.05333333333333334,0.5
340,800,500,25.0,3.5,1.25,0.1,206.03015075376885,206.03015075376885,0.05333333333333334,0.05333333333333334,0.5
341,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
342,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
343,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
344,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
345,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
346,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
347,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
348,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
349,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
350,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
351,800,500,10.0,1.5,0.25,0.1,0.0,0.0,0.0,0.0,0.5
352,800,500,10.0,3.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
353,800,500,10.0,3.5,0.75,0.1,2.5125628140703498,0.0,0.05333333333333334,0.05333333333333334,0.5
354,800,500,10.0,3.5,0.75,0.1,2.5125628140703498,2.5125628140703498,0.05333333333333334,0.05333333333333334,0.5
355,800,500,10.0,3.5,0.75,0.1,2.5125628140703498,2.5125628140703498,0.05333333333333334,0.05333333333333334,0.5
356,800,500,10.0,3.5,0.75,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
357,800,500,10.0,3.5,0.75,0.1,2.5125628140703498,2.5125628140703498,0.02666666666666667,0.02666666666666667,0.5
358,800,500,10.0,3.5,0.75,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
359,800,500,10.0,3.5,0.75,0.1,0.0,0.0,0.0,0.0,0.5
360,800,500,10.0,3.5,0.75,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
361,800,500,10.0,3.5,0.75,0.1,2.5125628140703498,2.5125628140703498,0.02666666666666667,0.02666666666666667,0.5
362,800,500,10.0,3.5,0.75,0.1,2.5125628140703498,2.5125628140703498,0.02666666666666667,0.02666666666666667,0.5
363,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
364,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
365,800,500,25.0,2.0,1.25,0.1,500.0,500.0,0.05333333333333334,0.05333333333333334,0.5
366,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
367,800,500,25.0,2.0,1.25,0.1,500.0,500.0,0.02666666666666667,0.02666666666666667,0.5
368,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.05333333333333334,0.05333333333333334,0.5
369,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
370,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
371,800,500,25.0,2.0,1.25,0.1,85.42713567839195,85.42713567839195,0.02666666666666667,0.02666666666666667,0.5
372,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
373,800,500,25.0,2.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
374,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
375,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
376,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
377,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
378,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
379,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
380,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
381,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
382,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
383,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
384,800,500,10.0,3.0,1.25,0.1,0.0,0.0,0.0,0.0,0.5
385,800,500,25.0,3.0,1.5,0.1,0.0,0.0,0.0,0.0,0.5
386,800,500,25.0,3.0,1.5,0.1,0.0,0.0,0.0,0.0,0.5
387,800,500,25.0,3.0,1.5,0.1,10.050251256281399,10.050251256281399,0.05333333333333334,0.05333333333333334,0.5
388,800,500,25.0,3.0,1.5,0.1,500.0,500.0,0.08,0.08,0.5
389,800,500,25.0,3.0,1.5,0.1,70.35175879396985,70.35175879396985,0.05333333333333334,0.05333333333333334,0.5
390,800,500,25.0,3.0,1.5,0.1,50.25125628140705,50.25125628140705,0.05333333333333334,0.05333333333333334,0.5
391,800,500,25.0,3.0,1.5,0.1,80.40201005025125,80.40201005025125,0.05333333333333334,0.05333333333333334,0.5
392,800,500,25.0,3.0,1.5,0.1,0.0,0.0,0.02666666666666667,0.02666666666666667,0.5
393,800,500,25.0,3.0,1.5,0.1,80.40201005025125,80.40201005025125,0.05333333333333334,0.05333333333333334,0.5
394,800,500,25.0,3.0,1.5,0.1,27.638190954773847,27.638190954773847,0.05333333333333334,0.05333333333333334,0.5
395,800,500,25.0,3.0,1.5,0.1,27.638190954773847,27.638190954773847,0.05333333333333334,0.05333333333333334,0.5
396,800,500,25.0,3.5,0.75,0.1,226.1306532663317,226.1306532663317,0.08,0.08,0.5
397,800,500,25.0,3.5,0.75,0.1,87.9396984924623,87.9396984924623,0.08,0.08,0.5
398,800,500,25.0,3.5,0.75,0.1,82.9145728643216,82.9145728643216,0.08,0.08,0.5
399,800,500,25.0,3.5,0.75,0.1,291.4572864321608,293.9698492462312,0.08,0.08,0.5
400,800,500,25.0,3.5,0.75,0.1,500.0,500.0,0.08,0.08,0.5
401,800,500,25.0,3.5,0.75,0.1,138.19095477386935,138.19095477386935,0.08,0.08,0.5
402,800,500,25.0,3.5,0.75,0.1,120.6030150753769,120.6030150753769,0.08,0.08,0.5
403,800,500,25.0,3.5,0.75,0.1,221.105527638191,221.105527638191,0.08,0.08,0.5
404,800,500,25.0,3.5,0.75,0.1,70.35175879396985,70.35175879396985,0.08,0.08,0.5
405,800,500,25.0,3.5,0.75,0.1,185.92964824120605,185.92964824120605,0.08,0.08,0.5
406,800,500,25.0,3.5,0.75,0.1,185.92964824120605,185.92964824120605,0.08,0.08,0.5
407,800,500,10.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
408,800,500,10.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
409,800,500,10.0,2.5,0.5,0.1,62.8140703517588,62.8140703517588,0.0,0.0,0.5
410,800,500,10.0,2.5,0.5,0.1,0.0,0.0,0.05333333333333334,0.05333333333333334,0.5
411,800,500,10.0,2.5,0.5,0.1,17.58793969849245,17.58793969849245,0.05333333333333334,0.05333333333333334,0.5
412,800,500,10.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
413,800,500,10.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
414,800,500,10.0,2.5,0.5,0.1,77.8894472361809,77.8894472361809,0.08,0.08,0.5
415,800,500,10.0,2.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
416,800,500,10.0,2.5,0.5,0.1,15.075376884422099,15.075376884422099,0.08,0.08,0.5
417,800,500,10.0,2.5,0.5,0.1,15.075376884422099,15.075376884422099,0.08,0.08,0.5
418,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
419,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
420,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
421,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
422,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
423,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
424,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
425,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
426,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
427,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
428,800,500,10.0,2.0,0.25,0.1,0.0,0.0,0.0,0.0,0.5
429,800,500,25.0,3.5,0.5,0.1,0.0,0.0,0.0,0.0,0.5
430,800,500,25.0,3.5,0.5,0.1,160.8040201005025,160.8040201005025,0.08,0.08,0.5
431,800,500,25.0,3.5,0.5,0.1,500.0,500.0,0.08,0.08,0.5
432,800,500,25.0,3.5,0.5,0.1,0.0,500.0,0.0,0.0,0.5
433,800,500,25.0,3.5,0.5,0.1,7.537688442211049,7.537688442211049,0.02666666666666667,0.02666666666666667,0.5
434,800,500,25.0,3.5,0.5,0.1,0.0,500.0,0.0,0.0,0.5
435,800,500,25.0,3.5,0.5,0.1,148.2412060301508,148.2412060301508,0.08,0.08,0.5
436,800,500,25.0,3.5,0.5,0.1,188.4422110552764,188.4422110552764,0.08,0.08,0.5
437,800,500,25.0,3.5,0.5,0.1,0.0,500.0,0.0,0.0,0.5
438,800,500,25.0,3.5,0.5,0.1,221.105527638191,221.105527638191,0.08,0.08,0.5
439,800,500,25.0,3.5,0.5,0.1,221.105527638191,221.105527638191,0.08,0.08,0.5
440,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
441,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
442,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
443,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
444,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
445,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
446,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
447,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
448,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
449,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
450,800,500,10.0,2.0,0.75,0.1,0.0,0.0,0.0,0.0,0.5
451,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
452,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
453,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
454,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
455,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
456,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
457,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
458,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
459,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
460,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
461,800,500,10.0,2.5,1.5,0.1,0.0,0.0,0.0,0.0,0.5
462,800,500,25.0,2.5,1.0,0.1,7.537688442211049,7.537688442211049,0.05333333333333334,0.05333333333333334,0.5
463,800,500,25.0,2.5,1.0,0.1,160.8040201005025,160.8040201005025,0.05333333333333334,0.05333333333333334,0.5
